OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
175,378,73956266,47.032311190000001,-123.094951449999996,.,,2454666.0000000,,2454666,,31,Eld loam,,3.0000000,3.0000000,,,,None,None,0,4.6399999,9.6400003,18.6499996,27.1499996,Well drained,Well drained,B,,100,2,90,Somewhat limited,Somewhat limited,Not rated,Not rated,Somewhat limited,Not rated,Not rated,Somewhat limited,Somewhat limited,Somewhat limited,Poor,Not rated,Somewhat limited,0.0080000,Slight,5,0.0340000,2454666,,,90,,Eld,Series,Yes,,,0.0000000,3.0000000,5.0000000,,,,,5,48,6,,,,,No,Well drained,46.0000000,61.0000000,76.0000000,180,0,180,"alluvial fans, flood plains",,0.1600000,,9.0000000,10.0000000,10.0000000,1143,1270,1397,,,,150,175,200,2,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,Low,Low,"Fine-loamy, mixed, mesic Cumulic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Cumulic Ultic Haploxerolls,fine-loamy,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,2454666,21078229,,8.1000004,24.6599998,54.0000000,81.0899963,76.5000000,3.0599999,32.7599983,50.7599983,167.8500061,244.3500061,247.4100037,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,2447.0000000,7076.0000000,10698.0000000,15826.0000000,8721.0000000,349.0000000,9523.0000000,13089.0000000,36047.0000000,44769.0000000,45117.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.8520000,0.6840000,0.0010000,0.8730000,0.8730000,90,150,272,0,5,100,2454666,,NRCS Forestland Site,Ecological Site Description Database,F002XA005WA,Puget Lowlands Moist Forest,21078229,7254158
176,379,73956371,47.028878939999998,-123.092846370000004,.,,2454661.0000000,,2454661,,27,"Delphi very gravelly loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,120,120,None,None,0,3.5000000,6.6599998,12.6599998,15.3000002,Well drained,Well drained,B,,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0020000,Moderate,0,1.0000000,2454661,,,100,,Delphi,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,0,8,,,,,No,Well drained,100.0000000,550.0000000,1000.0000000,180,0,180,till plains,,0.1600000,,10.0000000,10.0000000,10.0000000,1270,1588,1905,,,,165,180,195,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Medial-skeletal, mesic Humic Haploxerands",Andisols,Xerands,Haploxerands,Humic Haploxerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,2454661,21078221,,7.0000000,21.0000000,38.5999985,60.0000000,26.3999996,,28.0000000,42.0000000,126.5999985,153.0000000,153.0000000,5.0000000,15.0000000,30.0000000,50.0000000,32.0000000,,20.0000000,30.0000000,100.0000000,132.0000000,132.0000000,100,1300.0000000,3901.0000000,3101.0000000,3639.0000000,1853.0000000,,5201.0000000,6635.0000000,11941.0000000,13794.0000000,13794.0000000,5.0000000,15.0000000,30.0000000,50.0000000,32.0000000,,20.0000000,30.0000000,100.0000000,132.0000000,132.0000000,100,0.5840000,0.4010000,0.0010000,0.5310000,0.5840000,100,122,153,0,,100,2454661,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21078221,7254155
177,380,73956438,47.028584709999997,-123.093119720000004,.,,2454661.0000000,,2454661,,27,"Delphi very gravelly loam, 3 to 15 percent slopes",,9.0000000,9.0000000,,120,120,None,None,0,3.5000000,6.6599998,12.6599998,15.3000002,Well drained,Well drained,B,,100,4,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.0020000,Moderate,0,1.0000000,2454661,,,100,,Delphi,Series,Yes,,,3.0000000,9.0000000,15.0000000,,,,,4,0,8,,,,,No,Well drained,100.0000000,550.0000000,1000.0000000,180,0,180,till plains,,0.1600000,,10.0000000,10.0000000,10.0000000,1270,1588,1905,,,,165,180,195,4,s,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Medial-skeletal, mesic Humic Haploxerands",Andisols,Xerands,Haploxerands,Humic Haploxerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,2454661,21078221,,7.0000000,21.0000000,38.5999985,60.0000000,26.3999996,,28.0000000,42.0000000,126.5999985,153.0000000,153.0000000,5.0000000,15.0000000,30.0000000,50.0000000,32.0000000,,20.0000000,30.0000000,100.0000000,132.0000000,132.0000000,100,1300.0000000,3901.0000000,3101.0000000,3639.0000000,1853.0000000,,5201.0000000,6635.0000000,11941.0000000,13794.0000000,13794.0000000,5.0000000,15.0000000,30.0000000,50.0000000,32.0000000,,20.0000000,30.0000000,100.0000000,132.0000000,132.0000000,100,0.5840000,0.4010000,0.0010000,0.5310000,0.5840000,100,122,153,0,,100,2454661,,NRCS Forestland Site,Ecological Site Description Database,F002XA007WA,Puget Lowlands Wet Forest,21078221,7254155
178,386,74173604,47.431635030000002,-121.759774629999995,.,,73907.0000000,,73907,,111,"Klaus sandy loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,,,None,None,1,4.5000000,7.7399998,8.5799999,8.5799999,Well drained,Well drained,B,,86,4,85,Not limited,Not limited,Not limited,Not rated,Very limited,Not rated,Very limited,Very limited,Very limited,Not limited,Fair,Not rated,Not limited,0.0000000,Moderate,1,1.0000000,73907,,,85,,Klaus,Series,Yes,,,0.0000000,4.0000000,8.0000000,,,,,3,86,3,,,,,No,Well drained,213.0000000,320.0000000,427.0000000,180,0,180,terraces,,0.3000000,,9.0000000,10.0000000,11.0000000,2032,2286,2540,,,,140,155,170,4,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,B,High,High,"Sandy-skeletal, mixed, mesic, ortstein Typic Haplorthods",Spodosols,Orthods,Haplorthods,Typic Haplorthods,sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73907,20810758,,7.6500001,22.9500008,35.1899986,7.1399999,0.0000000,0.0000000,30.6000004,45.9000015,72.9300003,72.9300003,72.9300003,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1651.0000000,4549.0000000,3285.0000000,2431.0000000,1779.0000000,71.0000000,6200.0000000,7478.0000000,11916.0000000,13695.0000000,13766.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.3700000,0.2400000,0.0010000,0.4980000,0.4980000,85,150,86,1,1,86,73907,,NRCS Forestland Site,Ecological Site Description Database,F003XA305WA,Low glacial trough valleys Moist Forest western hemlock,20810758,7225527
179,388,74182740,47.430982989999997,-121.742891860000000,.,,73964.0000000,,73964,,163,"Ogarty gravelly loam, 30 to 65 percent slopes",,48.0000000,48.0000000,94,,,None,None,0,3.5999999,6.5999999,11.8800001,11.8800001,Well drained,Well drained,C,,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,73964,,,100,,Ogarty,Series,Yes,,,30.0000000,48.0000000,65.0000000,,,,,2,48,6,,,,,No,Well drained,61.0000000,214.0000000,366.0000000,203,338,113,hillslopes,,0.2300000,,7.0000000,8.0000000,9.0000000,1270,1524,1778,,,,140,170,200,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial-skeletal, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73964,20810834,,9.0000000,21.0000000,36.0000000,52.7999992,,,30.0000000,42.0000000,118.8000031,118.8000031,118.8000031,5.0000000,15.0000000,30.0000000,44.0000000,,,20.0000000,30.0000000,94.0000000,94.0000000,94.0000000,100,1256.0000000,2279.0000000,3070.0000000,4502.0000000,,,3536.0000000,4559.0000000,11107.0000000,11107.0000000,11107.0000000,5.0000000,15.0000000,30.0000000,44.0000000,,,20.0000000,30.0000000,94.0000000,94.0000000,94.0000000,100,0.1190000,0.0480000,0.0010000,0.1260000,0.1260000,100,94,119,1,,100,73964,,NRCS Forestland Site,Ecological Site Description Database,F002XA005WA,Puget Lowlands Moist Forest,20810834,7225582
180,389,74182835,47.431012930000001,-121.742893050000006,.,,73964.0000000,,73964,,163,"Ogarty gravelly loam, 30 to 65 percent slopes",,48.0000000,48.0000000,94,,,None,None,0,3.5999999,6.5999999,11.8800001,11.8800001,Well drained,Well drained,C,,100,7,100,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Fair,Fair,Very limited,1.0000000,Severe,0,1.0000000,73964,,,100,,Ogarty,Series,Yes,,,30.0000000,48.0000000,65.0000000,,,,,2,48,6,,,,,No,Well drained,61.0000000,214.0000000,366.0000000,203,338,113,hillslopes,,0.2300000,,7.0000000,8.0000000,9.0000000,1270,1524,1778,,,,140,170,200,7,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,C,High,High,"Medial-skeletal, mesic Typic Vitrixerands",Andisols,Xerands,Vitrixerands,Typic Vitrixerands,medial-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,73964,20810834,,9.0000000,21.0000000,36.0000000,52.7999992,,,30.0000000,42.0000000,118.8000031,118.8000031,118.8000031,5.0000000,15.0000000,30.0000000,44.0000000,,,20.0000000,30.0000000,94.0000000,94.0000000,94.0000000,100,1256.0000000,2279.0000000,3070.0000000,4502.0000000,,,3536.0000000,4559.0000000,11107.0000000,11107.0000000,11107.0000000,5.0000000,15.0000000,30.0000000,44.0000000,,,20.0000000,30.0000000,94.0000000,94.0000000,94.0000000,100,0.1190000,0.0480000,0.0010000,0.1260000,0.1260000,100,94,119,1,,100,73964,,NRCS Forestland Site,Ecological Site Description Database,F002XA005WA,Puget Lowlands Moist Forest,20810834,7225582
181,391,74202666,47.566672789999998,-123.359655549999999,.,,3168838.0000000,,3168838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,3168838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3168838,22005946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,3168838,,,,,,,
182,392,74202711,47.565584880000003,-123.368375900000004,.,,3168838.0000000,,3168838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,3168838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3168838,22005946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,3168838,,,,,,,
183,393,74203159,47.531464649999997,-123.361086810000003,.,,3168838.0000000,,3168838,,NOTCOM,No Digital Data Available,,,,,,,,,0,,,,,,,,,100,,100,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,Not rated,,Not rated,0,,3168838,,,100,,NOTCOM,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,3168838,22005946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,100,3168838,,,,,,,
184,399,74292996,48.361637690000002,-122.527877300000000,.,,74789.0000000,,74789,,156,"Whistle-Fidalgo-Rock outcrop complex, 30 to 65 percent slopes",,48.0000000,45.5000000,0,68,,None,None,0,3.5999999,7.0300002,12.7799997,15.1800003,Well drained,Moderately well drained,B,,90,7,70,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Very limited,1.0000000,Severe,5,1.0000000,74789,,,15,,Rock outcrop,Miscellaneous area,Yes,,,30.0000000,48.0000000,65.0000000,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,8,s,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,74789,21076988,,5.5500002,14.8500004,28.7999992,40.2400017,16.7999992,,20.3999996,30.0000000,89.4400024,106.2399979,106.2399979,3.5000000,10.5000000,21.0000000,29.7999992,12.0000000,,14.0000000,21.0000000,64.8000031,76.8000031,76.8000031,70,1126.0000000,1376.0000000,1075.0000000,910.0000000,339.0000000,,2502.0000000,3085.0000000,4487.0000000,4826.0000000,4826.0000000,4.0000000,11.0000000,21.0000000,30.0000000,12.0000000,,14.0000000,21.0000000,65.0000000,77.0000000,77.0000000,70,0.0740000,0.0440000,0.0010000,0.0550000,0.0740000,70,110,152,1,5,90,74789,,,,,,,
185,401,74307649,45.648805555599999,-122.660833333300005,.,,72080.0000000,,72080,,WnB,"Wind River sandy loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,,,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,,100,2,100,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0010000,Slight,0,1.0000000,72080,,,100,,Wind River variant,Variant,Yes,,,0.0000000,4.0000000,8.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,30.0000000,60.0000000,90.0000000,180,0,180,terraces,,0.0900000,,10.0000000,10.0000000,10.0000000,1016,1016,1016,,,,170,190,210,2,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,72080,20796818,,6.5000000,17.5000000,33.0000000,47.2000008,45.0000000,1.8000000,24.0000000,35.0000000,104.1999969,149.1999969,151.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,543.0000000,1078.0000000,1605.0000000,1378.0000000,1011.0000000,40.0000000,1621.0000000,2156.0000000,4604.0000000,5615.0000000,5656.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.5620000,0.3740000,0.0010000,0.5640000,0.5640000,100,150,149,1,,100,72080,,NRCS Forestland Site,Ecological Site Description Database,F002XB001WA,Portland Basin Dry Forest,20796818,7133123
186,402,74313531,45.648805555599999,-122.660833333300005,.,,72080.0000000,,72080,,WnB,"Wind River sandy loam, 0 to 8 percent slopes",,4.0000000,4.0000000,,,,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,,100,2,100,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0010000,Slight,0,1.0000000,72080,,,100,,Wind River variant,Variant,Yes,,,0.0000000,4.0000000,8.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,30.0000000,60.0000000,90.0000000,180,0,180,terraces,,0.0900000,,10.0000000,10.0000000,10.0000000,1016,1016,1016,,,,170,190,210,2,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,72080,20796818,,6.5000000,17.5000000,33.0000000,47.2000008,45.0000000,1.8000000,24.0000000,35.0000000,104.1999969,149.1999969,151.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,543.0000000,1078.0000000,1605.0000000,1378.0000000,1011.0000000,40.0000000,1621.0000000,2156.0000000,4604.0000000,5615.0000000,5656.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.5620000,0.3740000,0.0010000,0.5640000,0.5640000,100,150,149,1,,100,72080,,NRCS Forestland Site,Ecological Site Description Database,F002XB001WA,Portland Basin Dry Forest,20796818,7133123
187,403,74314977,45.649169444400002,-122.660052777800004,.,,72081.0000000,,72081,,WnD,"Wind River sandy loam, 8 to 20 percent slopes",,14.0000000,14.0000000,,,,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0010000,Moderate,0,1.0000000,72081,,,100,,Wind River variant,Variant,Yes,,,8.0000000,14.0000000,20.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,30.0000000,60.0000000,120.0000000,180,0,180,terraces,,0.0900000,,10.0000000,10.0000000,10.0000000,1016,1016,1016,,,,170,190,210,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,72081,20796819,,6.5000000,17.5000000,33.0000000,47.2000008,45.0000000,1.8000000,24.0000000,35.0000000,104.1999969,149.1999969,151.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,543.0000000,1078.0000000,1605.0000000,1378.0000000,1011.0000000,40.0000000,1621.0000000,2156.0000000,4604.0000000,5615.0000000,5656.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.5180000,0.3340000,0.0010000,0.5330000,0.5330000,100,150,149,1,,100,72081,,NRCS Forestland Site,Ecological Site Description Database,F002XB001WA,Portland Basin Dry Forest,20796819,7133124
188,405,74336075,45.650750000000002,-122.654888888900004,.,,72081.4140625,,72081,,WnD,"Wind River sandy loam, 8 to 20 percent slopes",,14.0000000,14.0000000,,,,None,None,0,2.9500000,5.6999998,10.4200001,14.9200001,Somewhat excessively drained,Somewhat excessively drained,A,,100,3,100,Somewhat limited,Somewhat limited,Somewhat limited,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Fair,Fair,Somewhat limited,0.0010000,Moderate,0,1.0000000,72081,,,100,,Wind River variant,Variant,Yes,,,8.0000000,14.0000000,20.0000000,,,,,5,86,3,,,,,No,Somewhat excessively drained,30.0000000,60.0000000,120.0000000,180,0,180,terraces,,0.0900000,,10.0000000,10.0000000,10.0000000,1016,1016,1016,,,,170,190,210,3,e,,,,,,,,,,,,,,,,,,,,,,,,,None,0,0,0,,,,A,Moderate,High,"Coarse-loamy over sandy or sandy-skeletal, mixed, mesic Ultic Haploxerolls",Mollisols,Xerolls,Haploxerolls,Ultic Haploxerolls,coarse-loamy over sandy or sandy-skeletal,,,not used,mesic,,mesic,,,,,,,,N/A,N/A,,,,,72081,20796819,,6.5000000,17.5000000,33.0000000,47.2000008,45.0000000,1.8000000,24.0000000,35.0000000,104.1999969,149.1999969,151.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,543.0000000,1078.0000000,1605.0000000,1378.0000000,1011.0000000,40.0000000,1621.0000000,2156.0000000,4604.0000000,5615.0000000,5656.0000000,5.0000000,15.0000000,30.0000000,50.0000000,50.0000000,2.0000000,20.0000000,30.0000000,100.0000000,150.0000000,152.0000000,100,0.5180000,0.3340000,0.0010000,0.5330000,0.5330000,100,150,149,1,,100,72081,,NRCS Forestland Site,Ecological Site Description Database,F002XB001WA,Portland Basin Dry Forest,20796819,7133124
